filename,f0,shimmer,jitter,label_x,chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,onset_strength,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label_y
Quicksortin4minutesCHUNK16.wav,129.4610612307877,0.1366227015336493,0.02687080728595633,0,0.349790632724762,0.01598697155714035,2712.5073485813396,2111.8963091167407,4976.303842905405,0.15161206128003002,1.2727991342544556,-483.9573059082031,33.635875701904304,-12.231643676757812,26.59944152832031,8.896236419677734,1.1512504816055298,-14.591175079345705,-7.836653709411621,-12.725200653076172,-6.151104927062987,-4.285336971282959,-11.879989624023438,-11.307647705078125,0.36078330874443054,-6.646968364715576,-1.4800536632537842,-5.968911170959473,-8.18427562713623,-2.1278083324432373,-4.1489996910095215,0
Quicksortin4minutesCHUNK16.wav,129.4610612307877,0.1366227015336493,0.02687080728595633,0,0.349790632724762,0.01598697155714035,2712.5073485813396,2111.8963091167407,4976.303842905405,0.15161206128003002,1.2727991342544556,-483.9573059082031,33.635875701904304,-12.231643676757812,26.59944152832031,8.896236419677734,1.1512504816055298,-14.591175079345705,-7.836653709411621,-12.725200653076172,-6.151104927062987,-4.285336971282959,-11.879989624023438,-11.307647705078125,0.36078330874443054,-6.646968364715576,-1.4800536632537842,-5.968911170959473,-8.18427562713623,-2.1278083324432373,-4.1489996910095215,0
RobertDowneyJrFindsMorethanValidationfromHisWifeSusanDowneyCHUNK57.wav,151.99251022415433,0.10100132472119934,0.021074356394459082,0,0.3439275026321411,0.08978825062513351,1600.8634905691342,1760.0081427666214,2869.975906121926,0.07280193391393443,2.172077417373657,-238.1333312988281,134.93011474609378,9.541561126708984,23.849855422973636,-5.706857204437256,6.7544050216674805,-9.451784133911133,1.2438849210739136,-6.411301136016847,-1.8472084999084477,4.360383033752441,1.0445011854171753,-1.1126184463500977,7.67885684967041,-2.1854784488677983,9.635329246520996,-4.040469169616698,-0.7128349542617798,-0.1183224841952324,-3.437433958053589,0
RobertDowneyJrFindsMorethanValidationfromHisWifeSusanDowneyCHUNK57.wav,151.99251022415433,0.10100132472119934,0.021074356394459082,0,0.3439275026321411,0.08978825062513351,1600.8634905691342,1760.0081427666214,2869.975906121926,0.07280193391393443,2.172077417373657,-238.1333312988281,134.93011474609378,9.541561126708984,23.849855422973636,-5.706857204437256,6.7544050216674805,-9.451784133911133,1.2438849210739136,-6.411301136016847,-1.8472084999084477,4.360383033752441,1.0445011854171753,-1.1126184463500977,7.67885684967041,-2.1854784488677983,9.635329246520996,-4.040469169616698,-0.7128349542617798,-0.1183224841952324,-3.437433958053589,0
RobertDowneyJrFindsMorethanValidationfromHisWifeSusanDowneyCHUNK43.wav,157.21326932246117,0.12357990118784255,0.03021450139147553,0,0.44005510210990906,0.05324086546897888,1470.8150038918252,1814.1901180922155,2799.6996833282765,0.05779100930420712,2.0030627250671387,-292.0392761230469,128.82154846191406,-0.029428821057081226,29.337385177612305,2.443662166595459,8.796693801879883,-6.51409912109375,1.7942214012145996,2.9811642169952397,-0.31145039200782776,0.4683113098144531,2.2993764877319336,1.5249452590942385,2.09340238571167,2.2220728397369385,2.305314540863037,-4.6619791984558105,1.8617466688156128,-0.3818756937980652,0.7419795989990234,0
RobertDowneyJrFindsMorethanValidationfromHisWifeSusanDowneyCHUNK43.wav,157.21326932246117,0.12357990118784255,0.03021450139147553,0,0.44005510210990906,0.05324086546897888,1470.8150038918252,1814.1901180922155,2799.6996833282765,0.05779100930420712,2.0030627250671387,-292.0392761230469,128.82154846191406,-0.029428821057081226,29.337385177612305,2.443662166595459,8.796693801879883,-6.51409912109375,1.7942214012145996,2.9811642169952397,-0.31145039200782776,0.4683113098144531,2.2993764877319336,1.5249452590942385,2.09340238571167,2.2220728397369385,2.305314540863037,-4.6619791984558105,1.8617466688156128,-0.3818756937980652,0.7419795989990234,0
RobertDowneyJrFindsMorethanValidationfromHisWifeSusanDowneyCHUNK94.wav,134.23602510772238,0.1190855213179113,0.033111769273400815,0,0.4817091822624207,0.036116760224103935,1547.2172219750873,1866.593276032209,2875.7429643110795,0.06829464074337123,1.8149962425231931,-351.9302673339844,110.45088958740234,17.040718078613278,38.34088897705078,9.853560447692873,13.279848098754885,-5.985639572143555,6.594559192657472,6.6111249923706055,6.043646812438965,-0.5221681594848633,1.4380288124084473,2.671180248260498,2.51703143119812,4.162350654602052,1.29996657371521,-1.821745991706848,1.8806421756744385,0.26871415972709656,2.1786012649536133,0
RobertDowneyJrFindsMorethanValidationfromHisWifeSusanDowneyCHUNK94.wav,134.23602510772238,0.1190855213179113,0.033111769273400815,0,0.4817091822624207,0.036116760224103935,1547.2172219750873,1866.593276032209,2875.7429643110795,0.06829464074337123,1.8149962425231931,-351.9302673339844,110.45088958740234,17.040718078613278,38.34088897705078,9.853560447692873,13.279848098754885,-5.985639572143555,6.594559192657472,6.6111249923706055,6.043646812438965,-0.5221681594848633,1.4380288124084473,2.671180248260498,2.51703143119812,4.162350654602052,1.29996657371521,-1.821745991706848,1.8806421756744385,0.26871415972709656,2.1786012649536133,0
RobertDowneyJrFindsMorethanValidationfromHisWifeSusanDowneyCHUNK80.wav,113.84417256413052,0.09518875164511063,0.02329263134498908,0,0.4030327498912811,0.04192342981696129,2128.07167598834,1957.675932805596,3762.404985570196,0.11991859549906715,2.0075597763061523,-313.8320007324219,91.6349105834961,19.384004592895508,44.14091873168945,1.1720043420791626,9.065258979797363,1.3408924341201782,-0.8338302373886108,5.51739501953125,6.0124454498291025,-4.973321914672852,8.037145614624022,-0.9512242078781128,1.7394030094146729,4.3431363105773935,1.1904371976852417,-0.3877318799495697,4.384880542755127,-4.006059646606444,3.93962025642395,0
RobertDowneyJrFindsMorethanValidationfromHisWifeSusanDowneyCHUNK80.wav,113.84417256413052,0.09518875164511063,0.02329263134498908,0,0.4030327498912811,0.04192342981696129,2128.07167598834,1957.675932805596,3762.404985570196,0.11991859549906715,2.0075597763061523,-313.8320007324219,91.6349105834961,19.384004592895508,44.14091873168945,1.1720043420791626,9.065258979797363,1.3408924341201782,-0.8338302373886108,5.51739501953125,6.0124454498291025,-4.973321914672852,8.037145614624022,-0.9512242078781128,1.7394030094146729,4.3431363105773935,1.1904371976852417,-0.3877318799495697,4.384880542755127,-4.006059646606444,3.93962025642395,0
